184.3	-41.5	171.6	-58.6	220.7	22.6
169.3	-49.5	145.6	-62	220.7	22.6
184.1	-50.8	164.3	-67.3	220.7	22.6
173.9	-44.3	155.9	-58.7	220.7	22.6
180.9	-36.4	169.5	-52.9	220.7	22.6
173.1	-53.3	146	-66.4	220.7	22.6
176.2	-46.3	157.1	-61.2	220.7	22.6
160.7	-49.6	135.4	-59.4	220.7	22.6
173.5	-48.4	151.8	-62.3	220.7	22.6
168.8	-47.5	146.5	-60.1	220.7	22.6
161.4	-43.5	141.6	-54.2	220.7	22.6
166.3	-43.3	147.4	-55.5	220.7	22.6
165.1	-41.3	147.5	-53.4	220.7	22.6
168.7	-48.2	146	-60.7	220.7	22.6
192.9	-48.4	192.9	-48.4	237.4	25.4
196.5	-53.6	196.5	-53.6	237.4	25.4
185.1	-47.7	185.1	-47.7	237.4	25.4
167.8	-60	167.8	-60	237.4	25.4
192.7	-46.3	162	-60.9	237.4	25.4
191.8	-46.6	160.6	-60.7	237.4	25.4
191.4	-45.5	161.6	-59.8	237.4	25.4
189.9	-46.6	158.6	-59.9	237.4	25.4
202.4	-51.1	166.6	-68.6	237.4	25.4
177.4	-45.4	147.6	-53.6	237.4	25.4
184.2	-48.7	150.1	-59.1	237.4	25.4
179.7	-42	153	-51.9	237.4	25.4
171.5	-36.5	149.8	-43.7	237.4	25.4
177.5	-44.6	148.4	-53.1	237.4	25.4
168.7	-40.6	144.1	-45.9	237.4	25.4
167.2	-39.3	143.8	-44.3	237.4	25.4
189.5	-41.9	163.4	-56	237.4	25.4
176.7	-38.1	153.6	-47.5	237.4	25.4
170.6	-41.4	149.8	-56.3	218.0	22.0
166.5	-38	147.6	-51.8	218.0	22.0
165.3	-42.1	143	-55	218.0	22.0
161.9	-42.8	138.6	-54.4	218.0	22.0
162.6	-45	137.3	-56.6	218.0	22.0
177	-40.9	158.3	-57.9	218.0	22.0
163.2	-44.7	138.3	-56.5	218.0	22.0
149.4	-40	128.1	-47.2	218.0	22.0
177.1	-42.5	157.1	-59.5	218.0	22.0
176.8	-42.5	156.6	-59.3	218.0	22.0
166.9	-35.5	149.9	-49.7	218.0	22.0
163.5	-39.6	143	-52.2	218.0	22.0
185.9	-27.4	185.9	-27.4	218.0	22.0
158.7	-38.8	158.7	-38.8	218.0	22.0
154	-40.9	154	-40.9	218.0	22.0
162.7	-38.8	162.7	-38.8	218.0	22.0
165.1	-38.9	165.1	-38.9	218.0	22.0
167.2	-37	167.2	-37	218.0	22.0
149.6	-31.3	149.6	-31.3	218.0	22.0
184.2	-35.9	184.2	-35.9	218.0	22.0
169.9	-38.2	169.9	-38.2	218.0	22.0
