169.5	-36	147.4	-43	223.9	23.3
181.2	-43	152.5	-53.9	223.9	23.3
157	-68.6	99.4	-60.1	223.9	23.3
196.5	-33.5	177.3	-52.5	223.9	23.3
181.9	-43.8	152.1	-54.9	223.9	23.3
177.3	-66.3	110.4	-66.3	223.9	23.3
177.4	-30.8	158.5	-42.2	223.9	23.3
149	-29.7	133.8	-28.5	223.9	23.3
161.5	-19.2	150.6	-24.6	223.9	23.3
202.9	-62.3	133	-75.9	223.9	23.3
188	-8.6	181.5	-26.5	223.9	23.3
167.9	-28	151.5	-35.6	223.9	23.3
169.9	-38.1	146.1	-44.9	223.9	23.3
163.2	-53.3	125.7	-53.8	223.9	23.3
160.6	-49.5	127.9	-49.6	223.9	23.3
160.6	-49.5	127.9	-49.6	223.9	23.3
202.9	-39.1	181.3	-59.7	223.9	23.3
174.6	-39.1	149.6	-47.8	223.9	23.3
170	-39.5	145	-46.1	223.9	23.3
165.4	-42.2	138.6	-46.2	223.9	23.3
161.2	-39.3	137.5	-42	223.9	23.3
161.8	-39.5	147.1	-28.1	271.2	23.0
164.3	-38.8	149.6	-28.5	271.2	23.0
165.5	-45.1	147.2	-34.4	271.2	23.0
163.3	-35	150.7	-24.6	271.2	23.0
167.4	-14.9	162.7	-7.9	271.2	23.0
167.5	-52.8	143.7	-41.8	271.2	23.0
163.1	-41.6	147.2	-30.5	271.2	23.0
162.8	-30.9	152.1	-20.8	271.2	23.0
164.5	-41.4	148.5	-30.8	271.2	23.0
158.7	-44.7	142.1	-31.9	271.2	23.0
161	-41.4	145.5	-29.7	271.2	23.0
174.2	-45.3	153.7	-37.6	271.2	23.0
168.7	-42.4	151.1	-33.2	271.2	23.0
169.2	-40.5	152.6	-31.6	271.2	23.0
178.2	-48.5	154.4	-41.8	271.2	23.0
146.4	-42.6	133.9	-26.4	271.2	23.0
151.8	-47.3	135.8	-32.2	271.2	23.0
170.8	-45.1	151.2	-36.3	271.2	23.0
177	-44	156.6	-37.6	271.2	23.0
166	-43.4	148.5	-33.1	271.2	23.0
173.8	-40.5	156.3	-33.3	271.2	23.0
162.2	-47	143.6	-35.1	271.2	23.0
162.9	-41.4	147.2	-30.3	271.2	23.0
157.6	-47	140.2	-33.6	271.2	23.0
148.3	-58.7	111.3	-51.4	223.9	23.3
172	-33.5	152.5	-41.5	223.9	23.3
180.9	-45.5	150.7	-55.2	223.9	23.3
178.5	-44.8	149.1	-53.6	223.9	23.3
173.5	-40.4	148.7	-47.8	223.9	23.3
212.6	-40.9	194.7	-63.5	223.9	23.3
173.8	-56.7	129.6	-60.2	223.9	23.3
181.6	-44	153	-54.5	223.9	23.3
171.3	-36.3	149.8	-43.6	223.9	23.3
179.9	-45.9	162.5	-61.7	220.7	22.6
169.8	-46.4	149.1	-59.4	220.7	22.6
171.4	-43.7	153.1	-57.5	220.7	22.6
178.4	-40.9	163.8	-56.7	220.7	22.6
172.3	-42	155.5	-56.1	220.7	22.6
175	-49.6	152.3	-63.9	220.7	22.6
164	-44.9	143.3	-56.3	220.7	22.6
177.3	-34.9	165.6	-50.7	220.7	22.6
168.5	-42.7	150.4	-55.6	220.7	22.6
166.3	-50.6	140.9	-61.9	220.7	22.6
161.5	-56.9	127.5	-65.7	220.7	22.6
169.4	-43.8	150.6	-56.8	220.7	22.6
172.5	-37.9	158.2	-52.3	220.7	22.6
166.8	-40.9	149.6	-53.4	220.7	22.6
171.6	-45	152.4	-58.7	220.7	22.6
197	-39.7	190.4	-58.9	220.7	22.6
164.2	-54.2	134.2	-64.3	220.7	22.6
152.5	-55.5	120.4	-61.5	220.7	22.6
155.7	-48.4	131.3	-56.6	220.7	22.6
170.6	-52.5	143.7	-65.1	220.7	22.6
174.3	-48.5	152.8	-62.5	220.7	22.6
174.2	-51.4	149.8	-65.1	220.7	22.6
180.4	-46.9	162.6	-62.8	220.7	22.6
178.4	-44.1	162	-59.6	220.7	22.6
175.2	-50.8	151.9	-65	220.7	22.6
167.7	-50.3	142.6	-62.1	220.7	22.6
162.4	-49.1	138	-59.5	220.7	22.6
184.2	-40.2	171.9	-57.3	220.7	22.6
