358.2	41.3	343.2	57	220.7	22.6
348.3	35.2	334.8	48.6	220.7	22.6
9.7	40.7	359.5	58.9	220.7	22.6
12.3	41.9	2.6	60.5	220.7	22.6
4.4	42.2	351.2	59.3	220.7	22.6
12.5	48.3	359.7	66.8	220.7	22.6
31.7	57.6	34.1	77.6	220.7	22.6
336.8	56.7	302.9	63.8	220.7	22.6
347.5	49.2	323.5	61.2	220.7	22.6
357.8	46.3	339.5	61.5	220.7	22.6
2.1	48.8	343.3	65	220.7	22.6
354.9	47.6	334.3	62.1	220.7	22.6
345.2	46.4	323.2	58.5	220.7	22.6
2.7	48.1	344.7	64.4	220.7	22.6
341.4	48.8	317.2	58.8	220.7	22.6
350.5	45.9	330.2	59.2	220.7	22.6
358.7	48.6	358.7	48.6	237.4	25.4
353.5	57.5	353.5	57.5	237.4	25.4
7.9	59	7.9	59	237.4	25.4
352.5	48.2	352.5	48.2	237.4	25.4
357.6	45.4	357.6	45.4	237.4	25.4
9.1	27.7	9.1	27.7	237.4	25.4
348.1	33.3	348.1	33.3	237.4	25.4
353.4	60.3	353.4	60.3	237.4	25.4
351.2	46	321.6	51.5	237.4	25.4
355.9	49.3	321.6	56.2	237.4	25.4
359.2	42.5	332	52	237.4	25.4
25.9	53	347.6	71.5	237.4	25.4
23.8	53.6	343.8	71	237.4	25.4
3.1	46.1	332.2	56.7	237.4	25.4
357.2	43.3	329.3	52	237.4	25.4
3.8	43.9	335.9	55.4	237.4	25.4
6.2	32.2	347.6	46.3	237.4	25.4
26.8	50.7	353.8	70.2	237.4	25.4
343.8	20.4	332.4	26.6	237.4	25.4
26.5	56.5	17.9	79.4	218.0	22.0
7.7	57.2	334.4	75.4	218.0	22.0
342	30.6	327.5	42.8	218.0	22.0
0.8	52.2	330	68.6	218.0	22.0
335	67.5	273.5	69.4	218.0	22.0
5.2	71.6	262.2	79.9	218.0	22.0
340.2	69.8	269.1	71.6	218.0	22.0
350.7	39.3	331.6	54.4	218.0	22.0
309.2	64.7	265.8	59.1	218.0	22.0
3.4	36.4	349.7	55.5	218.0	22.0
347.7	49	318.9	61.8	218.0	22.0
334.1	42.3	334.1	42.3	223.0	27.7
358.9	36.9	358.9	36.9	223.0	27.7
333.3	28.5	333.3	28.5	223.0	27.7
30.2	50.7	30.2	50.7	223.0	27.7
350.7	45.8	350.7	45.8	223.0	27.7
347.8	28.2	347.8	28.2	223.0	27.7
2.3	49	2.3	49	223.0	27.7
1.6	61.4	1.6	61.4	223.0	27.7
358.9	54.2	324.7	70.1	223.0	27.7
350.9	33.5	335.8	49.3	223.0	27.7
26.4	47.5	22.1	70.5	223.0	27.7
355.6	48.3	330.1	64.4	223.0	27.7
357.5	40.3	339.2	57.7	223.0	27.7
348.9	42.8	326	56.7	223.0	27.7
332.5	33.8	315.5	43	223.0	27.7
33.8	14.7	34.3	37.6	223.0	27.7
2.4	35.7	348.5	54.6	223.0	27.7
0.9	24.5	352	43.6	223.0	27.7
27.7	58	20.8	81.3	223.0	27.7
356.2	67.3	282	76.5	223.0	27.7
13	47.1	356.7	68.1	223.0	27.7
350.9	41	330.5	56	223.0	27.7
350.1	48.9	321.4	62.7	223.0	27.7
4	37.2	350.1	56.4	223.0	27.7
352.6	49.6	323.5	64	223.0	27.7
349.2	53	315.1	65.5	223.0	27.7
