330	-39.9
324	-42.8
335.8	-49.7
331	-35.3
328.8	-29.1
329.1	-41.7
305.3	-50.4
314.9	-66.2
336.9	-67.6
334.3	-37.5
330.8	-34.6
334.9	-39.6
321.9	-40.3
330.7	-28.9
327.3	-42.2
334.4	-44.5
335.2	-41.2
340.2	-36.6
337.6	-29.3
348.9	-37.9
328	-51.2
335.2	-50.8
328.1	-42.1
326.4	-53
340.4	-45.8
330.8	-43.2
331.2	-35.7
